Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_913698125.1	Blapp1			Bembidion lapponicum
GCA_913698245.1	Btrans1			Bembidion nr. transversale OSAC:DRMaddison DNA3205
GCF_001854935.1	ASM185493v1	NCBI Bemisia tabaci Annotation Release 100	2016-11-04	Bemisia tabaci
GCA_949128065.1	idBerChal2.1			Beris chalybata
GCA_951812415.1	idBerMorr1.1			Beris morrisii
GCA_033557775.1	ASM3355777v1			Berosus sp. SLE1611
GCA_018248175.1	SRR8954509			Bhutanitis pulchristriata
GCA_029286595.1	kiz_Bth_v1			Bhutanitis thaidina
GCA_018247315.1	SRR9330409			Bibasis iluska mahintha
GCA_910594885.2	idBibMarc1.1			Bibio marci
GCF_947172395.1	ilBicAnyn1.1	GCF_947172395.1-RS_2022_12	2022-12-21	Bicyclus anynana
GCA_905404145.2	ilBisBetu1.2			Biston betularia
GCA_950106695.1	ilBisStrt2.1			Biston stratarius
GCA_907269095.1	ilBlaAdus2.1			Blastobasis adustella
GCA_905147135.1	ilBlaLact1.1			Blastobasis lacticolella
GCA_946965025.1	idBleFall4.1			Blera fallax
GCA_010015015.2	ASM1001501v2			Bolitophila cinerea
GCA_027564075.1	ASM2756407v1			Bolitophila hybrida
GCA_018250355.1	SRR7174539			Bolla brennus
GCA_951802675.2	ilBolEuph2.2			Boloria euphrosyne
GCA_905231865.2	ilBolSele5.2			Boloria selene
GCF_024516045.1	iyBomAffi1.2	NCBI Bombus affinis Annotation Release 100	2022-09-20	Bombus affinis
GCA_019201815.1	ASM1920181v1			Bombus balteatus
GCF_011952205.1	Bbif_JDL3187	NCBI Bombus bifarius Annotation Release 100	2020-04-13	Bombus bifarius
GCA_014825925.1	ASM1482592v1			Bombus breviceps
GCA_905333015.3	iyBomCamp1.3			Bombus campestris
GCA_014737475.1	ASM1473747v1			Bombus confusus
GCA_014737455.1	ASM1473745v1			Bombus consobrinus
GCA_014737535.1	ASM1473753v1			Bombus cullumanus
GCA_037178635.1	Bdahl_1.0			Bombus dahlbomii
GCA_014737525.1	ASM1473752v1			Bombus difficillimus
GCA_014825975.1	ASM1482597v1			Bombus haemorrhoidalis
GCA_905332935.1	iyBomHort1.1			Bombus hortorum
GCF_024542735.1	iyBomHunt1.1	NCBI Bombus huntii Annotation Release 100	2022-09-14	Bombus huntii
GCA_911387925.2	iyBomHypn1.2			Bombus hypnorum
GCA_014825875.1	ASM1482587v1			Bombus ignitus
GCF_000188095.3	BIMP_2.2	NCBI Bombus impatiens Annotation Release 103	2020-04-07	Bombus impatiens
GCA_964186655.1	iyBomLapi1.1			Bombus lapidarius
GCA_963971185.1	iyBomMusc1.1			Bombus muscorum
GCA_034509555.1	ASM3450955v1			Bombus opulentus
GCF_905332965.1	iyBomPasc1.1	GCF_905332965.1-RS_2023_11	2023-11-10	Bombus pascuorum
GCA_014737485.1	ASM1473748v1			Bombus picipes
GCA_014737335.1	ASM1473733v1			Bombus polaris
GCA_930367275.1	iyBomPrat1.1			Bombus pratorum
GCF_014825855.1	ASM1482585v1	NCBI Bombus pyrosoma Annotation Release 100	2021-09-20	Bombus pyrosoma
GCA_014737505.1	ASM1473750v1			Bombus sibiricus
GCA_014737355.1	ASM1473735v1			Bombus skorikovi
GCA_029958995.1	iyBomSono1.0.hap1			Bombus sonorus
GCA_014737365.1	ASM1473736v1			Bombus soroeensis
GCA_014737385.1	ASM1473738v1			Bombus superbus
GCA_911622165.2	iyBomSyle1.2			Bombus sylvestris
GCA_019677175.1	ASM1967717v1			Bombus sylvicola
GCF_910591885.1	iyBomTerr1.2	NCBI Bombus terrestris Annotation Release 103	2022-05-20	Bombus terrestris
GCA_014825825.1	ASM1482582v1			Bombus turneri
GCF_011952275.1	Bvanc_JDL1245	NCBI Bombus vancouverensis nearcticus Annotation Release 100	2020-04-09	Bombus vancouverensis nearcticus
GCA_963556215.1	iyBomVest1.1			Bombus vestalis
GCF_011952255.1	Bvos_JDL3184-5_v1.1	NCBI Bombus vosnesenskii Annotation Release 100	2020-04-10	Bombus vosnesenskii
GCA_014737395.1	ASM1473739v1			Bombus waltoni
GCA_939192795.1	idBomDisc1.1			Bombylius discolor
GCA_932526495.1	idBomMajo1.1			Bombylius major
GCA_002197625.1	Bhut1			Bombyx huttoni
GCF_003987935.1	ASM398793v1	NCBI Bombyx mandarina Annotation Release 100	2019-02-14	Bombyx mandarina
GCF_030269925.1	ASM3026992v2	GCF_030269925.1-RS_2024_01	2024-01-25	Bombyx mori
GCA_937001585.2	ilBraVimi1.2			Brachylomia viminalis
GCA_035578155.1	UIUC_Brane_1.0			Brachynemurus nebulosus
GCA_949775065.1	idBraScut1.1			Brachyopa scutellaris
GCA_945910035.1	idBraLaph1.1			Brachypalpus laphriformis
GCA_907164805.1	iBraPut3m.1			Brachyptera putata
GCA_964007535.1	ipBraRisi1.1			Brachyptera risi
GCA_958510825.1	icBraGlab1.1			Brachypterus glaber
GCF_014529535.1	BU_Bcop_v1	NCBI Bradysia coprophila Annotation Release 100	2020-10-29	Bradysia coprophila
GCA_014529535.2	BU_Bcop_v2			Bradysia coprophila
GCA_921294245.1	PGI_MELIAE_v1	Annotation submitted by ROTHAMSTED RESEARCH	2022-06-24	Brassicogethes aeneus
GCA_947093115.1	ES_BD_1141.v2_0			Brenthis daphne
GCA_951806755.1	ES_BH_1412.v2_0			Brenthis hecate
GCA_921882275.1	SP_BI_364.v2_0	Annotation submitted by UNIVERSITY OF EDINBURGH	2021-12-19	Brenthis ino
GCA_949316355.1	icBruSili1.1			Bruchidius siliquastri
GCA_028293925.1	ASM2829392v1			Brueelia nebulosa
GCA_964059635.1	ilBryTerr3.1			Bryotropha terrella
GCA_934046635.1	iyBuaLabo1.1			Buathra laborator
GCA_018249455.1	SRR7174382			Bungalotis erythus
GCA_007844875.1	ASM784487v1			Busseola fusca
GCA_018247915.1	SRR9330373			Butleria elwesi
GCA_018249435.1	SRR7174380			Butleria flavomaculatus valdivianus
GCA_018246375.1	SRR8954512			Byasa alcinous
GCA_029286795.1	kiz_Bhe_v1			Byasa hedistus
GCA_954871355.1	ilCabPusa1.1			Cabera pusaria
GCA_018251655.1	SRR7174374			Cabirus procas
GCA_033557405.1	ASM3355740v1			Caccobius schreberi
GCA_035041755.1	ASM3504175v1			Cacoxenus indagator
GCA_020352625.1	CactoFuEDEI			Cactoblastis cactorum
GCA_030142265.1	ASM3014226v1			Calameuta filiformis
GCA_031763695.1	ASM3176369v1			Calameuta filum
GCA_031763665.1	ASM3176366v1			Calameuta haemorrhoidalis
GCA_030142285.1	ASM3014228v1			Calameuta idolon
GCA_030142375.1	ASM3014237v1			Calameuta pallipes
GCA_031762395.1	ASM3176239v1			Calameuta pygmaea
GCA_927399485.1	ilCalPalu1.1			Calamotropha paludella
GCA_002245505.1	Cne_v1			Calephelis nemesis
GCA_018236665.1	SRR10158584			Calephelis perditalis
GCA_002245475.1	Cvi_v1			Calephelis virginiensis
GCA_949752705.1	ilCalDomi2.1			Callimorpha dominula
GCA_951812925.1	idCalSimi1.1			Calliopum simillimum
GCF_958450345.1	idCalVici1.1	GCF_958450345.1-RS_2024_05	2024-05-22	Calliphora vicina
GCA_942486065.2	idCalVomi1.2			Calliphora vomitoria
GCA_029304365.1	ASM2930436v1			Calliphoridae sp.
GCA_022817625.1	ASM2281762v1			Calliscelio sp. ZL-2020
GCA_022606455.1	ASM2260645v1			Callitettix versicolor
GCA_040182625.1	Cmac_2024			Callosobruchus maculatus
GCA_002093875.1	Calsple1.0			Calopteryx splendens
GCA_022063505.1	RBINS_Cgran_v1			Calosoma granatense
GCA_022817605.1	ASM2281760v1			Calotelea sp. ZL-2020
GCA_018251375.1	SRR7174409			Calpodes ethlius
GCA_018250535.1	SRR7174520			Caltoris sirius fusca
GCA_964059645.1	icCalQuat4.1			Calvia quattuordecimguttata
GCA_001625245.1	3306_assembly_v2			Calycopis cecrops
GCA_018237325.1	SRR10158578			Calydna sturnula
GCA_912999815.1	ilCamMarg1.1			Campaea margaritaria
GCA_964058745.1	idCamProd1.hap1.1			Campiglossa producta
GCA_948107755.1	iyCamRapt1.1			Campoletis raptor
GCA_013761285.1	ASM1376128v1			Campoletis sonorensis
GCA_030586385.1	ASM3058638v1			Camponotus fellah
GCF_003227725.1	Cflo_v7.5	NCBI Camponotus floridanus Annotation Release 102	2018-06-27	Camponotus floridanus
GCA_039994495.1	ASM3999449v1			Camponotus friedae
GCA_023638675.1	C.penn_1.0_hap1			Camponotus pennsylvanicus
GCA_025532165.1	iyCamVici1.0			Camponotus vicinus
GCA_030522525.1	LBBE_Campo_V1			Campopleginae sp. 14b
GCA_037576405.1	ASM3757640v1			Campoplex capitator
GCA_037893425.1	MNHN_Campsp_1			Campoplex nolae
GCA_958496255.1	ilCamBiln1.1			Camptogramma bilineatum
GCA_018251035.1	SRR7174462			Camptopleura auxo
GCA_949152465.1	icCanFlav1.1			Cantharis flavilabris
GCA_963170105.1	icCanLate1.1			Cantharis lateralis
GCA_958510845.1	icCanNigr2.1			Cantharis nigra
GCA_947369205.1	icCanRufa1.1			Cantharis rufa
GCA_911387805.1	icCanRust1.1			Cantharis rustica
GCA_963422195.1	icCarProb1.1			Carabus problematicus
GCA_932526535.1	ilCarClav1.1			Caradrina clavipalpis
GCA_947462355.1	ilCarKade1.1			Caradrina kadenii
GCA_018231325.1	SRR12057639			Carcharodus alceae
GCA_018231345.1	SRR12057640			Carcharodus tripolina
GCA_910589575.2	ilCarQuer1.2			Carcina quercana
GCA_018237365.1	SRR10158579			Caria ino melicerta
GCA_951230895.1	ilCarFugi1.1			Carpatolechia fugitivella
GCA_014607495.2	ASM1460749v2			Carposina sasakii
GCA_018250895.1	SRR7174471			Carterocephalus mandan
GCA_944567765.1	ilCarPala2.1			Carterocephalus palaemon
GCA_963920755.1	icCarBifa1.1			Cartodere bifasciata
GCA_018248895.1	SRR7174425			Carystus phorcus
GCA_963931975.1	ilCatLemn2.1			Cataclysta lemnata
GCA_038406275.1	ASM3840627v1			Cataglyphis albicans
GCA_039654385.1	ASM3965438v1			Cataglyphis altisquamis
GCA_039654345.1	ASM3965434v1			Cataglyphis cursor
GCF_021464435.1	ULB_Chis1_1.0	NCBI Cataglyphis hispanica Annotation Release 100	2022-09-08	Cataglyphis hispanica
GCA_039654365.1	ASM3965436v1			Cataglyphis livida
GCA_039654425.1	ASM3965442v1			Cataglyphis rosenhaueri
GCA_039654445.1	ASM3965444v1			Cataglyphis savignyi
GCA_930367265.1	ilCatFrax1.1			Catocala fraxini
GCA_963675205.1	ilCatNupt1.1			Catocala nupta
GCA_963564715.1	ilCatSpon1.1			Catocala sponsa
GCA_035578175.1	UIUC_Catca_1.0			Catonia carolina
GCA_963556745.1	ilCatPine1.1			Catoptria pinella
GCA_011634745.2	ASM1163474v2			Catotricha subobsoleta
GCA_900474305.1	Cfun			Cecidostiba fungosa
GCA_900474235.1	Csem			Cecidostiba semifascia
GCA_018249395.1	SRR7174384			Cecropterus acanthopoda
GCA_018250195.1	SRR7174578			Cecropterus albociliatus
GCA_018247815.1	SRR7174572			Cecropterus athesis
GCA_018251575.1	SRR7174390			Cecropterus bathyllus
GCA_018249335.1	SRR7174392			Cecropterus casica
GCA_018251515.1	SRR7174394			Cecropterus confusis
GCA_018249915.1	SRR7174579			Cecropterus dorantes dorantes
GCA_018249275.1	SRR7174399			Cecropterus evenus
GCA_002930495.1	3311_assembly_v1_with_mito			Cecropterus lyciades
GCA_018250255.1	SRR7174581			Cecropterus phalaecus
GCA_018249255.1	SRR7174396			Cecropterus rinta
GCA_018247785.1	SRR7174575			Cecropterus takuta
GCA_018249375.1	SRR7174393			Cecropterus tehuacana
GCA_018249875.1	SRR7174573			Cecropterus toxeus
GCA_018245215.1	SRR9330395			Celaenorrhinus cf. opalinus JZ-2019
GCA_018246055.1	SRR9330397			Celaenorrhinus ficulnea ficulnea
GCA_018245075.1	SRR9330396			Celaenorrhinus patula
GCA_905187575.2	ilCelArgi3.2			Celastrina argiolus
GCA_951800055.1	ilEucCana1.1			Cenopis cana
GCA_037157785.1	ASM3715778v1			Cephalotes varians
GCA_018251135.1	SRR7174447			Cephise aelius
GCA_030295005.1	Chylas_3.1			Cephonodes hylas
GCA_030142315.1	ASM3014231v1			Cephus brachycercus
GCF_000341935.2	Ccin1v2	NCBI Cephus cinctus Annotation Release 101	2021-05-24	Cephus cinctus
GCA_030142355.1	ASM3014235v1			Cephus fumipennis
GCA_030142395.1	ASM3014239v1			Cephus nigrinus
GCA_030142435.1	ASM3014243v1			Cephus parvus
GCA_030142455.1	ASM3014245v1			Cephus pulcher
GCA_036026175.1	ASM3602617v1			Cephus pygmeus
GCA_030264185.1	ASM3026418v1			Cephus rjabovi
GCA_030142495.1	ASM3014249v1			Cephus runcator
GCA_030142515.1	ASM3014251v1			Cephus sareptanus
GCA_963971525.1	iyCepSpin2.1			Cephus spinipes
GCA_963576895.1	iiCerDiss1.1			Ceraclea dissimilis
GCA_963859965.1	ilCerPisi1.1			Ceramica pisi
GCA_963082945.1	ilCerLeuc1.1			Cerastis leucographa
GCA_949152445.1	ilCerRubr1.1			Cerastis rubricosa
GCA_004307685.1	ASM430768v1			Ceratina australensis
GCF_001652005.2	ASM165200v1	NCBI Ceratina calcarata Annotation Release 101	2018-10-17	Ceratina calcarata
GCA_019453355.1	ASM1945335v1			Ceratina japonica
GCF_000347755.3	Ccap_2.1	NCBI Ceratitis capitata Annotation Release 103	2017-12-14	Ceratitis capitata
GCA_037013455.1	ASM3701345v1			Ceratitis rosa
GCA_030522565.1	LBBE_Ccorneri_V1			Ceratosolen corneri
GCA_018883505.1	ASM1888350v1			Ceratosolen fusciceps
GCF_000503995.2	CerSol_1.0	NCBI Ceratosolen solmsi marchali Annotation Release 100	2015-03-09	Ceratosolen solmsi marchali
GCA_022817645.1	ASM2281764v1			Ceratoteleas bidentatus
GCA_963989415.1	iyCerRufi2.1			Cerceris ruficornis
GCA_910591515.1	iyCerRyby1.1			Cerceris rybyensis
GCA_963169105.1	ioCerTene1.1			Ceriagrion tenellum
GCA_913698375.1	Cmasu2			Ceroptres masudai
GCA_949128085.1	icCetAura1.1			Cetonia aurata
GCA_917834065.1	PGI_CEUTPL_v4	Annotation submitted by ROTHAMSTED RESEARCH	2023-09-28	Ceutorhynchus assimilis
GCA_018249595.1	SRR9330382			Chaetocneme critomedia critomedia
GCA_032441825.1	ASM3244182v1			Chaetogeoica ovagalla
GCA_025469195.1	ASM2546919v1			Chaitophorus viminalis
GCA_030551275.1	LBBE_Unknown_Hymeno_V1			Chalcidoidea sp. 12a-bis
GCA_949987625.1	iyChaSisp2.1			Chalcis sispes
GCA_949716465.1	idChaNemo1.1			Chalcosyrphus nemorum
GCA_018247475.1	SRR9330379			Chamunda chamunda
GCA_001014815.1	ASM101481v1			Chaoborus trivitattus
GCA_947361185.1	ilChaFerr1.1			Charanyca ferruginea
GCA_024363005.1	ASM2436300v1			Charaxes varanes
GCA_018247155.1	SRR7174567			Charidia lucaria
GCA_963082955.1	idCheGros1.1			Cheilosia grossa
GCA_948293265.1	idCheImpr3.1			Cheilosia impressa
GCA_936431705.1	idChePaga1.1			Cheilosia pagana
GCA_955612985.1	idCheScut6.1			Cheilosia scutellata
GCA_949372485.1	idCheSoro4.1			Cheilosia soror
GCA_946477585.1	idCheUrba1.1			Cheilosia urbana
GCA_951230905.1	idCheVari2.1			Cheilosia variabilis
GCA_949126925.1	idCheVern2.1			Cheilosia vernalis
GCA_916610125.1	idCheVulp2.1			Cheilosia vulpina
GCA_028641665.1	GZ_Cfor_V1			Chelonus formosanus
GCF_013357705.1	ASM1335770v1	NCBI Chelonus insularis Annotation Release 100	2020-06-20	Chelonus insularis
GCA_947359385.1	ilCheLega1.1			Chesias legatella
GCA_024721215.1	NJAU_Cchar-v1			Cheumatopsyche charites
GCA_902850365.2	PGI_CHILSU_V6	Annotation submitted by ROTHAMSTED RESEARCH	2022-06-16	Chilo suppressalis
GCA_018248315.1	SRR7174540			Chioides albofasciatus
GCA_018248395.1	SRR7174541			Chioides vintra
GCA_018248655.1	SRR7174467			Chiomara georgina
GCA_023345965.1	ASM2334596v1			Chironomidae sp.
GCA_917627325.4	PGI_CHIRRI_v4	Annotation submitted by ROTHAMSTED RESEARCH	2022-10-18	Chironomus riparius
GCA_026123125.1	ASM2612312v1			Chironomus striatipennis
GCA_963573255.1	idChiTent1.1			Chironomus tentans
GCA_022539635.2	APGP_CSIRO_Ctep_0.2			Chironomus tepperi
GCA_932294275.1	ilChlSite2.1			Chloroclysta siterata
GCA_963691955.1	ilChlVata1.1			Chloroclystis v-ata
GCA_964017055.1	idChlForm1.1			Chloromyia formosa
GCA_020466095.1	Cory_1.0			Chlorops oryzae
GCA_018248235.1	SRR7174556			Choaspes benjaminii
GCA_018251395.1	SRR7174411			Choranthus vitellius
GCA_949316135.1	ilChoNemo1.1			Choreutis nemorana
GCA_963669355.1	idChoTibi2.1			Chorisops tibialis
GCA_025370935.1	NRCan_CFum_1	Annotation submitted by Laurentian Forestry Centre	2022-09-23	Choristoneura fumiferana
GCA_037349165.1	ilChoRosa1_p1.0			Choristoneura rosaceana
GCA_030064505.1	ASM3006450v1			Chouioia cunea
GCA_022817565.1	ASM2281756v1			Chromoteleia sp. ZL-2020
GCA_038088585.1	Cglo_1.0			Chrysina gloriosa
GCA_010091895.2	ASM1009189v2			Chrysina resplendens
GCA_941860345.1	PGI_CINC_vHiFi1			Chrysodeixis includens
GCA_958502065.1	icChrAmer1.1			Chrysolina americana
GCA_958298965.1	icChrHaem1.1			Chrysolina haemoptera
GCA_944452925.2	icChrOric1.2			Chrysolina oricalcia
GCA_029955515.1	icChrAene1.0.hap1			Chrysomela aeneicollis
GCA_014858695.1	ASM1485869v1			Chrysomya rufifacies
GCA_020423425.1	ASM2042342v1			Chrysopa pallens
GCF_905475395.1	inChrCarn1.1	NCBI Chrysoperla carnea Annotation Release 100	2021-10-25	Chrysoperla carnea
GCA_964034945.1	idChrAsil3.1			Chrysopilus asiliformis
GCA_963971475.1	idChrCaec1.1			Chrysops caecutiens
GCA_910589605.1	ilChrCulm1.1			Chrysoteuchia culmella
GCA_911387755.1	idChrBici1.1			Chrysotoxum bicinctum
GCA_963931855.1	idChrFest1.1			Chrysotoxum festivum
GCA_037043745.1	ASM3704374v1			Chymomyza amoena
GCA_035041775.1	ASM3504177v1			Chymomyza caudatula
GCA_018150985.1	ASM1815098v1			Chymomyza costata
GCA_949987675.1	idChyFusc2.1			Chymomyza fuscimana
GCA_035046065.1	ASM3504606v1			Chymomyza procnemis
GCA_039619505.1	CUHK_Chem_1			Cimex hemipterus
GCF_000648675.2	Clec_2.1	NCBI Cimex lectularius Annotation Release 101	2018-02-21	Cimex lectularius
GCA_902439185.1	CINCED3	Annotation submitted by CNAG	2019-09-18	Cinara cedri
GCA_001015075.1	ASM101507v1			Cirrula hians
GCA_937654795.1	idCisGlob1.1			Cistogaster globosa
GCA_036417725.1	ASM3641772v1			Clanis bilineata
GCA_963691665.1	ilCleDumi1.1			Clepsis dumicolana
GCA_947507545.1	iyCliInci1.1			Clistopyga incitator
GCA_040182645.1	ASM4018264v1			Clitarchus hookeri
GCA_018250795.1	SRR7174503			Clito sp. Burns02
GCA_963966155.1	icCliFoss2.1			Clivina fossor
GCF_949628265.1	ieCloDipt1.1	GCF_949628265.1-RS_2024_05	2024-05-22	Cloeon dipterum
GCA_001014945.1	ASM101494v1			Clogmia albipunctata
GCA_905475355.2	ilCloCurt1.2			Clostera curtula
GCA_900005825.1	CLUMA_1.0	Annotation submitted by MAX F. PERUTZ LABORATORIES	2016-11-28	Clunio marinus
GCA_920105625.2	idCluTigr1.2			Clusia tigrina
GCA_014851415.1	ASM1485141v1			Cnaphalocrocis medinalis
GCA_001014335.1	ASM101433v1			Coboldia fuscipes
GCF_907165205.1	icCocSept1.1	NCBI Coccinella septempunctata Annotation Release 100	2021-10-25	Coccinella septempunctata
GCA_004302925.2	ASM430292v2			Cochliomyia hominivorax
GCA_018251115.1	SRR7174443			Codatractus alcaeus
GCA_018249055.1	SRR7174421			Codatractus cyledis
GCA_018248975.1	SRR7174420			Codatractus imalena
GCA_018247095.1	SRR9330410			Coeliades ramanatek ramanatek
GCA_035578325.1	UIUC_Coesp_1.0			Coelinius sp. EB29
GCA_947623535.1	iyCoeConi1.1			Coelioxys conoideus
GCA_017309665.1	UL_Cfrigida_v1.1			Coelopa frigida
GCA_947389925.1	idCoePili4.1			Coelopa pilipes
GCA_036785405.1	UGA_Carc_1.0			Coenonympha arcania
GCA_963855885.1	ilCoeGlyc1.1			Coenonympha glycerion
GCA_958295455.1	ilColDeau1.1			Coleophora deauratella
GCA_947284805.1	ilColFlav1.1			Coleophora flavipennella
GCA_029959065.1	ilColBehr1.0.hap2			Colias behrii
GCF_905220415.1	ilColCroc2.1	NCBI Colias croceus Annotation Release 100	2021-12-27	Colias croceus
GCA_907164685.1	Colias_eurytheme_alba			Colias eurytheme
GCA_907164665.1	Colias_nastes			Colias nastes
GCA_035078785.1	ASM3507878v1			Collessia kirishimana
GCA_030068185.1	ASM3006818v1			Colletes collaris
GCF_013123115.1	ASM1312311v1	NCBI Colletes gigas Annotation Release 100	2021-08-31	Colletes gigas
GCA_037040085.1	ASM3704008v1			Colocasiomyia kotana
GCA_951394395.1	ilColPect1.1			Colostygia pectinataria
GCA_016920875.1	Utah_Ccol_1.0			Columbicola columbae
GCA_913698275.1	Choog2			Columbicola hoogstraali
GCF_029603195.1	ASM2960319v2	GCF_029603195.1-RS_2023_04	2023-04-20	Condylostylus longicornis
GCA_001014875.1	ASM101487v1			Condylostylus patibulatus
GCA_948150665.1	ilConVacc3.1			Conistra vaccinii
GCA_031163375.1	ASM3116337v1			Conogethes punctiferalis
GCA_948455865.1	ihConAnce4.1			Conomelus anceps
GCA_012932125.1	ASM1293212v1			Conopomorpha cramerella
GCA_949752815.1	idConQuad1.1			Conops quadrifasciatus
GCF_009176525.2	AAFC_CNas_1.1	NCBI Contarinia nasturtii Annotation Release 100	2019-11-25	Contarinia nasturtii
GCA_018251435.1	SRR7174406			Copaeodes aurantiaca
GCA_030522625.1	LBBE_Caretas_V1			Copidosoma aretas
GCF_000648655.2	Cflo_2.0	NCBI Copidosoma floridanum Annotation Release 101	2017-12-22	Copidosoma floridanum
GCA_032191685.1	ASM3219168v1			Copris fidius
GCA_027574865.2	Caltech_Cven_1.0			Coproporus ventriculus
GCA_033557675.1	ASM3355767v1			Coptodactyla brooksi
GCA_013340265.1	CopFor1.0	Annotation submitted by Department of Applied Biological Chemistry, Faculty of Agriculture, Kindai University	2020-07-24	Coptotermes formosanus
GCA_963682025.1	idCorImpu1.1			Cordilura impudica
GCA_914767935.1	idCorMarg1.1			Coremacera marginata
GCA_018247015.1	SRR9330407			Cornuphallus albafascia
GCA_032883995.1	ASM3288399v1			Coronaproctus castanopsis
GCA_038030265.1	CAU_Ccil_1.0			Corythucha ciliata
GCA_946251885.1	ilCosPyra2.1			Cosmia pyralina
GCA_905163495.3	ilCosTrap1.3			Cosmia trapezina
GCA_031761425.1	arthropoda_binned			Cosmopolites sordidus
GCA_963675405.1	ilCosOcel1.1			Cosmorhoe ocellata
GCA_018835575.1	Cchi_ZJU_1.0			Cotesia chilonis
GCA_905319865.3	Cotesia_congregata_Chromosomal_scale_assembly	Annotation submitted by Centre National de la Recherche Scientifique	2021-08-03	Cotesia congregata
GCF_020080835.1	MPM_Cglom_v2.3	NCBI Cotesia glomerata Annotation Release 100	2021-10-19	Cotesia glomerata
GCA_013202065.2	CoteBio_Ctyphae	Annotation submitted by IRBI-UMR 7261 CNRS - University of Tours	2021-07-19	Cotesia typhae
GCA_000956155.1	ASM95615v1			Cotesia vestalis
GCA_949710035.1	ilCraLath2.1			Crambus lathoniellus
GCA_905163465.1	ilCraLigu1.1			Craniophora ligustri
GCA_949710015.1	idCraPall2.1			Crataerina pallida
GCA_030522545.1	LBBE_CremaA_V1			Cremastinae sp. A BG-2022a
GCA_030522605.1	LBBE_CremaB_V1			Cremastinae sp. B BG-2022a
GCA_022817545.1	ASM2281754v1			Cremastobaeus sp. ZL-2020
GCA_901521435.1	Clev_1.0			Crematogaster levior
GCA_018246875.1	SRR9330691			Creonpyge creon creon
GCA_031894815.1	AGI_CSIRO_Cdil_V1			Creontiades dilutus
GCA_949320105.2	icCreAure2.2			Crepidodera aurea
GCA_018248155.1	SRR8954511			Cressida cressida
GCA_958507055.1	icCriAspa1.1			Crioceris asparagi
GCA_917880715.2	idCriBerb1.2			Criorhina berberina
GCA_951813785.1	idCriRanu1.1			Criorhina ranunculi
GCA_907269065.1	ilCroElin1.1			Crocallis elinguaria
GCA_018248815.1	SRR7174434			Croniades pieria auraria
GCA_963675795.1	iyCroCetr1.1			Crossocerus cetratus
GCA_946251905.1	icCryMora2.1			Cryptocephalus moraei
GCA_963576515.1	icCryPrim1.1			Cryptocephalus primarius
GCA_033815515.1	CSIRO-AGI_Hpra_v1			Cryptocheilus praepositus
GCA_013387265.2	ASM1338726v2			Cryptolaemus montrouzieri
GCA_963556235.1	icCryAcut1.1			Cryptophagus acutangulus
GCF_002891405.2	Csec_1.0	NCBI Cryptotermes secundus Annotation Release 101	2020-04-20	Cryptotermes secundus
GCA_963971235.1	iyCryArma1.1			Cryptus armator
GCA_964006125.1	iyCryVidu1.1			Cryptus viduatorius
GCA_958336395.1	icCteCupr1.1			Ctenicera cuprea
GCF_003426905.1	ASM342690v1	NCBI Ctenocephalides felis Annotation Release 100	2018-09-07	Ctenocephalides felis
GCA_019453375.1	ASM1945337v1			Ctenoplectra terminalis
GCA_018245415.1	SRR9330384			Ctenoptilum multiguttatum
GCF_016801865.2	TS_CPP_V2	GCF_016801865.2-RS_2022_12	2022-12-15	Culex pipiens pallens
GCF_015732765.1	VPISU_Cqui_1.0_pri_paternal	NCBI Culex quinquefasciatus Annotation Release 100	2020-12-11	Culex quinquefasciatus
GCF_036172545.1	AGI_CSIRO_Cbre_v1	GCF_036172545.1-RS_2024_03	2024-03-14	Culicoides brevitarsis
GCA_900002565.1	ASM90000256v1			Culicoides sonorensis
GCA_018249235.1	SRR7174400			Cupitha purreea
GCA_018237905.1	SRR10158559			Curetis bulis
GCA_018235945.1	SRR10158640			Curvie emesia
GCA_905187585.1	ilCyaSemi1.1			Cyaniris semiargus
GCA_946251805.1	ilCybMeso1.1			Cybosia mesomella
GCA_026546445.1	ASM2654644v1			Cyclargus thomasi
GCA_018251175.1	SRR7174463			Cycloglypha thrasibulus
GCA_963082685.1	ilCycAlbi1.1			Cyclophora albipunctata
GCA_951394245.1	ilCycPunc2.1			Cyclophora punctaria
GCA_951394215.1	ilCydPers1.1			Cydalima perspectalis
GCF_948474715.1	ilCydAmpl1.1	GCF_948474715.1-RS_2024_02	2024-02-09	Cydia amplana
GCF_963556715.1	ilCydFagi1.1	GCF_963556715.1-RS_2024_02	2024-02-09	Cydia fagiglandana
GCF_033807575.1	ilCydPomo1	GCF_033807575.1-RS_2023_12	2023-12-20	Cydia pomonella
GCF_910591565.1	ilCydSple1.2	GCF_910591565.1-RS_2024_02	2024-02-10	Cydia splendana
GCF_947568885.1	ilCydStro3.1	GCF_947568885.1-RS_2024_02	2024-02-09	Cydia strobilella
GCF_029955315.1	icCylForm1.1	GCF_029955315.1-RS_2023_10	2023-10-31	Cylas formicarius
GCA_963942595.1	iyCylCali1.1			Cylloceria caligata
GCA_030157275.1	icCynAngu1.1			Cynaeus angustus
GCA_030704885.1	ASM3070488v1			Cynegetis impunctata
GCA_030264615.1	Caltech_Clon_1.0			Cypha longicornis
GCF_001594065.2	Ccosl1.0	NCBI Cyphomyrmex costatus Annotation Release 100	2016-09-27	Cyphomyrmex costatus
