Assembly Accession	Assembly Name	Annotation Name	Annotation Release Date	Organism Name
GCA_015680905.1	ASM1568090v1	Annotation submitted by Hubei University of Chinese Medicine	2020-12-01	Coptis chinensis
GCA_001974805.1	CCACVL1_1.0	Annotation submitted by Basic & Applied Research on Jute Project, Bangladesh Jute Research Institute	2017-01-30	Corchorus capsularis
GCA_001974825.2	COLO4_1.0	Annotation submitted by Basic & Applied Research on Jute Project, Bangladesh Jute Research Institute	2017-01-30	Corchorus olitorius
GCA_028554755.1	ASM2855475v1			Cordia subcordata
GCA_027186245.1	ASM2718624v1			Coriaria nepalensis
GCA_026545225.1	ASM2654522v1			Cornus controversa
GCF_030987335.1	ASM3098733v1	GCF_030987335.1-RS_2023_09	2023-09-21	Cornus florida
GCA_025631255.1	ASM2563125v1			Cornus kousa
GCA_963922005.1	drCorSuec2.1			Cornus suecica
GCA_901111285.1	Corrigiola_litoralis_v1			Corrigiola litoralis
GCA_036287905.1	ASM3628790v1			Corylus americana
GCF_901000735.1	CavTom2PMs-1.0	GCF_901000735.1-RS_2023_09	2023-09-14	Corylus avellana
GCA_016403345.1	ASM1640334v1			Corylus heterophylla
GCA_014182845.1	ASM1418284v1			Corymbia calophylla
GCA_014858505.1	Ccitriodora_v2_1	Annotation submitted by DOE Joint Genome Institute	2020-10-21	Corymbia citriodora subsp. variegata
GCA_014182735.1	ASM1418273v1			Corymbia maculata
GCA_027563935.2	ASM2756393v2			Costus lasius
GCA_027562315.1	ASM2756231v1			Costus pulverulentus
GCA_036320875.1	ASM3632087v1			Cotoneaster glaucophyllus
GCA_015476445.1	Crambe_hispanica_v1.1			Crambe hispanica
GCA_963580275.1	drCraLaev2.1			Crataegus laevigata
GCA_027422505.1	V4			Craterostigma plantagineum
GCA_037953625.1	Cpal_1	Annotation submitted by Agricultural Genomics Institute at Shenzhen,Chinese Academy of Agricultural Sciences	2024-04-04	Crotalaria pallida
GCA_949640765.1	SAMN08770956-DRAFT-NextGenCassava-1.0			Croton laevigatus
GCA_948099555.1	Cs-W6-48715-1-DRAFT-NextGenCassava-1.0			Croton setiger
GCA_963678965.1	daCruLaev1.1			Cruciata laevipes
GCA_004349715.1	ASM434971v1			Crucihimalaya himalaica
GCA_036172225.1	ASM3617222v1			Cryptocoryne crispatula var. balansae
GCA_037974625.1	ASM3797462v1			Cucumis cinereus
GCA_025688845.1	ASM2568884v1			Cucumis hystrix
GCF_025177605.1	USDA_Cmelo_AY_1.0	NCBI Cucumis melo Annotation Release 102	2022-10-07	Cucumis melo
GCF_000004075.3	Cucumber_9930_V3	NCBI Cucumis sativus Annotation Release 102	2019-12-10	Cucumis sativus
GCA_037974545.1	ASM3797454v1			Cucumis variabilis
GCA_018691285.1	UNAM_Csor_1.0	Annotation submitted by Instituto de Ecologia, UNAM	2021-06-03	Cucurbita argyrosperma subsp. sororia
GCA_033971965.1	UNAM_Cfic_1.0			Cucurbita ficifolia
GCF_002738345.1	Cmax_1.0	NCBI Cucurbita maxima Annotation Release 100	2017-11-26	Cucurbita maxima
GCF_002738365.1	Cmos_1.0	NCBI Cucurbita moschata Annotation Release 100	2017-11-21	Cucurbita moschata
GCF_002806865.2	ASM280686v2	NCBI Cucurbita pepo subsp. pepo Annotation Release 100	2018-01-22	Cucurbita pepo subsp. pepo
GCA_037834155.1	ASM3783415v1			Curcuma caesia
GCA_025388495.1	ASM2538849v1			Curcuma longa
GCA_003260385.1	Cau_v1.0	Annotation submitted by Kunming Institute of Botany, Chinese Academy of Sciences	2018-06-22	Cuscuta australis
GCA_900332095.2	Cuscuta	Annotation submitted by RWTH Aachen	2020-12-16	Cuscuta campestris
GCA_945859915.1	ASM94585991v1	Annotation submitted by biology centre, czech academy of sciences	2022-11-16	Cuscuta epithymum
GCA_945859875.1	Cuscuta europea	Annotation submitted by biology centre, czech academy of sciences	2022-11-16	Cuscuta europaea
GCA_037177725.1	Cte V1.0			Cyamopsis tetragonoloba
GCA_037832605.1	ASM3783260v1			Cyclanthera cordifolia
GCA_029856935.1	ASM2985693v1			Cyclocarya paliurus
GCA_015708375.1	ASM1570837v1			Cydonia oblonga
GCA_021442155.1	ASM2144215v1			Cymbidium sinense
GCA_031170775.1	Ccit.v1.0			Cymbopogon citratus
GCA_027790015.1	ASM2779001v1			Cymbopogon flexuosus
GCA_036874045.1	Cymodocea nodosa var. Cn_1 HAP2 version 1.0			Cymodocea nodosa
GCA_025388415.1	GRF_CWil_1.0			Cynanchum wilfordii
GCF_001531365.2	CcrdV1.1	NCBI Cynara cardunculus subsp. cardunculus Annotation Release 100	2018-05-17	Cynara cardunculus var. scolymus
GCA_030179965.1	Ces_v0.1			Cyperus esculentus
GCA_007115705.1	ASM711570v1			Dactylis glomerata
GCA_033032865.1	UVIE_Dinc_1.0			Dactylorhiza incarnata
GCA_031216125.1	Dcoc_1.0			Dalbergia cochinchinensis
GCA_031216105.1	Dcul_1.0			Dalbergia cultrata
GCA_030441495.1	Oxon_Daoli_0.3			Dalbergia oliveri
GCA_948192965.1	Ds-MOBOT1991-3019-1-DRAFT-NextGenCassava-1.0			Dalechampia spathulata
GCA_038382905.1	ASM3838290v1			Daphne laureola
GCA_032270445.1	ASM3227044v1			Darlingtonia californica
GCA_003255025.1	ASM325502v1			Datisca glomerata
GCA_018107945.1	UCR_Dstr_1.4	Annotation submitted by University of California, Riverside	2022-01-05	Datura stramonium
GCA_035772735.1	ASM3577273v1			Datura wrightii
GCF_001625215.2	DH1 v3.0	GCF_001625215.2-RS_2024_03	2024-03-08	Daucus carota subsp. sativus
GCA_039602395.1	SBBG_Deinvi_1.0	Annotation submitted by Santa Barbara Botanic Garden	2024-05-10	Deinandra increscens subsp. villosa
GCA_037074485.1	ASM3707448v1			Delonix regia
GCF_001605985.2	ASM160598v2	NCBI Dendrobium catenatum Annotation Release 101	2019-04-11	Dendrobium catenatum
GCA_019925795.1	ASM1992579v1	Annotation submitted by The Orchid Conservation and Research Center of Shenzhen	2021-09-10	Dendrobium chrysotoxum
GCA_016618105.1	ASM1661810v1			Dendrobium huoshanense
GCA_021234465.1	ASM2123446v1			Dendrobium hybrid cultivar
GCA_022539455.1	Dnobile	Annotation submitted by Guangzhou Medical University	2022-03-10	Dendrobium nobile
GCA_019514585.1	ASM1951458v1			Dendrobium officinale
GCA_017311315.1	mabamboo_1.0			Dendrocalamus latiflorus
GCA_036346575.1	KIB_Dsin_1			Dendrocalamus sinicus
GCA_023091065.1	ASM2309106v1			Dianthus caryophyllus
GCA_001633215.2	ASM163321v2	Annotation submitted by University of Nebraska	2016-09-29	Dichanthelium oligosanthes
GCA_037013595.1	Dgu_HS1_HYBRID_SCAFFOLD			Dicorynia guianensis
GCA_015342445.1	DiExil	Annotation submitted by University of California, Davis	2020-11-10	Digitaria exilis
GCA_033439265.1	DSuf			Dillenia suffruticosa
GCA_037126225.1	ASM3712622v1	Annotation submitted by University of Florida	2024-03-13	Dillenia turbinata
GCA_022984855.1	ASM2298485v1			Dimocarpus longan
GCA_028571145.1	ASM2857114v1			Dionaea muscipula
GCA_020875875.1	Dalata_v2	Annotation submitted by University of California Berkeley	2021-11-16	Dioscorea alata
GCF_009730915.1	TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22 25.fasta	NCBI Dioscorea cayenensis subsp. rotundata Annotation Release 100	2021-01-28	Dioscorea cayenensis subsp. rotundata
GCA_902712375.1	D_dumetorum_v1.0			Dioscorea dumetorum
GCA_900631875.1	DioSan_Chloro			Dioscorea sansibarensis
GCA_026586065.1	Dzin_1.0	Annotation submitted by Wuhan University	2022-12-02	Dioscorea zingiberensis
GCA_036245055.1	ASM3624505v1			Diospyros kaki
GCF_014633365.1	ASM1463336v1	NCBI Diospyros lotus Annotation Release 100	2022-11-23	Diospyros lotus
GCA_014822095.1	UALgDiploT.01			Diplotaxis tenuifolia
GCA_032871835.1	Dipteronia_dye	Annotation submitted by Zhejiang University	2023-10-27	Dipteronia dyeriana
GCA_033220585.1	ASM3322058v1	Annotation submitted by Zhejiang University	2023-11-03	Dipteronia sinensis
GCA_012978445.1	ASM1297844v1			Dipteryx alata
GCA_038502395.1	Dgra_v1_pri			Dittrichia graveolens
GCA_001598015.1	Boea_hygrometrica.v1	Annotation submitted by BGI-Shenzhen	2016-04-28	Dorcoceras hygrometricum
GCA_963924115.1	Dovyalis_caffra_ICRAF-04990_whole_genome_sequence	Annotation submitted by International Livestock Research Institute	2024-01-21	Dovyalis caffra
GCA_963576765.1	ddDraInca1.1			Draba incana
GCA_036321105.1	ASM3632110v1			Dracaena cambodiana
GCA_040181865.1	BTMC_D.rupestre_1.0			Dracocephalum rupestre
GCA_001925005.1	ASM192500v1			Drosera capensis
GCA_035668315.1	ASM3566831v1			Drosera spatulata
GCA_036250245.1	ASM3625024v1			Drosera tokaiensis
GCA_032274825.1	ASM3227482v1			Drosophyllum lusitanicum
GCA_026122645.1	ASM2612264v1			Dryas alaskensis
GCA_003254865.1	ASM325486v1			Dryas drummondii
GCA_028570905.1	ASM2857090v1			Dryas integrifolia
GCA_963921425.1	drDryOcto1.1			Dryas octopetala
GCF_002303985.1	Duzib1.0	NCBI Durio zibethinus Annotation Release 100	2017-10-23	Durio zibethinus
GCA_025727855.1	ibira2.1			Dyckia ibiramensis
GCA_026401315.1	BYU_DyAmbr			Dysphania ambrosioides
GCA_035048345.1	ASM3504834v1			Echeveria elegans
GCA_900205405.1	ASM90020540v1			Echinochloa crus-galli
GCA_033239725.1	ASM3323972v1			Echinochloa phyllopogon
GCA_035048595.1	ASM3504859v1			Echinosophora koreensis
GCA_035221335.1	ASM3522133v1			Echites panduratus
GCA_003412495.2	ASM341249v2			Echium plantagineum
GCA_037974665.1	Ehretia_macrophylla_alt_v1.0			Ehretia macrophylla
GCA_029378325.1	ASM2937832v1			Elaeagnus macrophylla
GCF_000442705.1	EG5	NCBI Elaeis guineensis Annotation Release 102	2019-05-15	Elaeis guineensis
GCA_000441515.1	EO8			Elaeis oleifera
GCA_964058905.1	lpEleQuin1.1			Eleocharis quinqueflora
GCA_032690845.1	Eleusine_coracana_v1.0	Annotation submitted by University of Georgia	2023-11-02	Eleusine coracana subsp. coracana
GCA_030378355.1	ASM3037835v1			Eleusine indica
GCA_039707655.1	ASM3970765v1			Elymus sibiricus
GCA_001753735.1	Embelia_ribes_ER1_v1			Embelia ribes
GCA_021527575.1	ASM2152757v1			Ensete glaucum
GCA_029747655.1	EnVent_Maze_1.0	Annotation submitted by Queen Mary University of London	2023-04-14	Ensete ventricosum
GCA_900006205.1	EF_Genome			Eperua falcata
GCA_007726485.1	CERZOS_EC1.0	Annotation submitted by CERZOS-CONICET	2019-08-05	Eragrostis curvula
GCA_012490785.1	MSU_Enin_2.1			Eragrostis nindensis
GCA_000970635.1	ASM97063v1			Eragrostis tef
GCA_038502445.1	ASM3850244v1			Eremochloa ophiuroides
GCA_034093135.1	ASM3409313v1			Erigeron breviscapus
GCF_010389155.1	C_canadensis_v1	NCBI Erigeron canadensis Annotation Release 100	2021-09-17	Erigeron canadensis
GCA_024320915.1	ASM2432091v1			Erigeron philadelphicus
GCA_036897765.1	ASM3689776v1			Erodium chrysanthum
GCA_036898045.1	ASM3689804v1			Erodium gruinum
GCA_963921825.1	drEroMari8.1			Erodium maritimum
GCA_036897745.1	ASM3689774v1			Erodium moschatum
GCA_036897725.1	ASM3689772v1			Erodium texanum
GCA_036897425.1	ASM3689742v1			Erodium trifolium
GCA_932364175.1	Eruca_sativa	Annotation submitted by York	2022-07-21	Eruca vesicaria subsp. sativa
GCA_900406325.1	ASM90040632v1			Erucastrum elatum
GCA_032274865.1	ASM3227486v1			Eryngium alpinum
GCA_011420285.2	BTI_Eche2.0			Erysimum cheiranthoides
GCA_900406345.1	ASM90040634v1			Erysimum cheiri
GCA_900406355.1	ASM90040635v1			Erysimum pusillum
GCF_000504015.1	Mimgu1_0	NCBI Erythranthe guttata Annotation Release 100	2015-06-03	Erythranthe guttata
GCA_040207155.1	daEryLaci1.0.pri			Erythranthe laciniata
GCA_032878935.1	ASM3287893v1			Erythrophleum fordii
GCA_026724425.1	LRSV_Eryivo_v1			Erythrophleum ivorense
GCA_026284645.1	ASM2628464v1			Erythroxylum acuminatum
GCA_027478495.1	ASM2747849v1			Erythroxylum alaternifolium
GCA_027478595.1	ASM2747859v1			Erythroxylum anguifugum
GCA_024520975.1	ASM2452097v1			Erythroxylum areolatum
GCA_025629805.1	ASM2562980v1			Erythroxylum baracoense
GCA_024520955.1	ASM2452095v1			Erythroxylum bequaertii
GCA_027479065.1	ASM2747906v1			Erythroxylum brevipes
GCA_026413575.1	ASM2641357v1			Erythroxylum carthagenense
GCA_027478405.1	ASM2747840v1			Erythroxylum cassinoides
GCA_024703695.1	ASM2470369v1			Erythroxylum cataractarum
GCA_026284465.1	ASM2628446v1			Erythroxylum citrifolium
GCA_027123465.1	ASM2712346v1			Erythroxylum coca
GCA_027576795.2	ASM2757679v2			Erythroxylum confusum
GCA_026874005.2	ASM2687400v2			Erythroxylum coriaceum
GCA_024707465.1	ASM2470746v1			Erythroxylum daphnites
GCA_024678245.1	ASM2467824v1			Erythroxylum densum
GCA_032467995.1	ASM3246799v1			Erythroxylum dillonii
GCA_025434745.1	ASM2543474v1			Erythroxylum divaricatum
GCA_025594535.1	ASM2559453v1			Erythroxylum domingense
GCA_027575705.1	ASM2757570v1			Erythroxylum echinodendron
GCA_026770405.1	ASM2677040v1			Erythroxylum engleri
GCA_026770325.2	ASM2677032v2			Erythroxylum fimbriatum
GCA_027576715.1	ASM2757671v1			Erythroxylum flavicans
GCA_026546835.1	ASM2654683v1			Erythroxylum foetidum
GCA_026937615.2	ASM2693761v2			Erythroxylum glaucum
GCA_026770305.1	ASM2677030v1			Erythroxylum gonoclados
GCA_026413385.1	ASM2641338v1			Erythroxylum gracilipes
GCA_025629825.1	ASM2562982v1			Erythroxylum guanchezii
GCA_025504935.2	ASM2550493v2			Erythroxylum haughtii
GCA_024752395.1	ASM2475239v1			Erythroxylum havanense
GCA_029829435.1	ASM2982943v1			Erythroxylum hondense
GCA_026546855.1	ASM2654685v1			Erythroxylum incrassatum
GCA_025434765.2	ASM2543476v2			Erythroxylum kapplerianum
GCA_024582655.2	ASM2458265v2			Erythroxylum kunthianum
GCA_027563535.1	ASM2756353v1			Erythroxylum lineolatum
GCA_027563885.1	ASM2756388v1			Erythroxylum longipes
GCA_027564415.1	ASM2756441v1			Erythroxylum macrophyllum
GCA_027123815.1	ASM2712381v1			Erythroxylum minutifolium
GCA_027563825.1	ASM2756382v1			Erythroxylum mucronatum
GCA_029891385.1	ASM2989138v1	Annotation submitted by Kunming Institute of Botany, Chinese Academy of Sciences	2023-05-15	Erythroxylum novogranatense
GCA_025531955.1	ASM2553195v1			Erythroxylum orinocense
GCA_025629785.1	ASM2562978v1			Erythroxylum oxycarpum
GCA_027123425.1	ASM2712342v1			Erythroxylum panamense
GCA_027563575.1	ASM2756357v1			Erythroxylum pedicellare
GCA_027563865.1	ASM2756386v1			Erythroxylum pelleterianum
GCA_027563515.1	ASM2756351v1			Erythroxylum platyclados
GCA_025531925.1	ASM2553192v1			Erythroxylum plowmanianum
GCA_027563555.1	ASM2756355v1			Erythroxylum raimondii
GCA_025504915.1	ASM2550491v1			Erythroxylum reticulatum
GCA_027576455.1	ASM2757645v1			Erythroxylum roigii
GCA_027568915.1	ASM2756891v1			Erythroxylum roraimae
GCA_027563915.1	ASM2756391v1			Erythroxylum rotundifolium
GCA_027478365.1	ASM2747836v1			Erythroxylum rufum
GCA_025629945.1	ASM2562994v1			Erythroxylum savannarum
GCA_027568895.1	ASM2756889v1			Erythroxylum shatona
GCA_025629845.1	ASM2562984v1			Erythroxylum squamatum
GCA_027563595.1	ASM2756359v1			Erythroxylum suave
GCA_027563845.1	ASM2756384v1			Erythroxylum subrotundum
GCA_027568955.1	ASM2756895v1			Erythroxylum tenue
GCA_027564395.1	ASM2756439v1			Erythroxylum ulei
GCA_027568935.1	ASM2756893v1			Erythroxylum urbanii
GCA_027564335.1	ASM2756433v1			Erythroxylum williamsii
GCA_033070095.1	ASM3307009v1	Annotation submitted by University of Florida	2023-10-26	Escallonia herrerae
GCA_033065855.1	ASM3306585v1	Annotation submitted by University of Florida	2023-10-26	Escallonia rubra
GCA_002897215.1	ECA_r1.0			Eschscholzia californica subsp. californica
GCA_014182695.1	ASM1418269v1			Eucalyptus albens
GCA_014182725.1	ASM1418272v1			Eucalyptus brandiana
GCA_014182885.2	ASM1418288v2			Eucalyptus caleyi
GCA_019915185.1	ASM1991518v1			Eucalyptus camaldulensis
GCA_017140615.1	ASM1714061v1			Eucalyptus cladocalyx
GCA_014182715.1	ASM1418271v1			Eucalyptus cloeziana
GCA_014182585.1	ASM1418258v1			Eucalyptus coolabah
GCA_017140595.1	ASM1714059v1			Eucalyptus curtisii
GCA_016097615.1	ASM1609761v1			Eucalyptus dawsonii
GCA_014182575.1	ASM1418257v1			Eucalyptus decipiens
GCA_014182555.1	ASM1418255v1			Eucalyptus erythrocorys
GCA_017140475.1	ASM1714047v1			Eucalyptus fibrosa
GCA_014182545.1	ASM1418254v1			Eucalyptus globulus
GCF_016545825.1	ASM1654582v1	NCBI Eucalyptus grandis Annotation Release 102	2021-02-02	Eucalyptus grandis
GCA_028830015.1	ASM2883001v1			Eucalyptus grandis x Eucalyptus urophylla
GCA_016097605.1	ASM1609760v1			Eucalyptus guilfoylei
GCA_017140395.1	ASM1714039v1			Eucalyptus lansdowneana
GCA_017140325.1	ASM1714032v1			Eucalyptus leucophloia subsp. euroa
GCA_014182565.1	ASM1418256v1			Eucalyptus marginata
GCA_004368105.4	ASM436810v4			Eucalyptus melliodora
GCA_014182515.1	ASM1418251v1			Eucalyptus microcorys
GCA_017140255.1	ASM1714025v1			Eucalyptus paniculata subsp. matutina
GCA_007663325.1	ASM766332v1			Eucalyptus pauciflora
GCA_017140185.1	ASM1714018v1			Eucalyptus polyanthemos subsp. polyanthemos
GCA_026573535.1	ASM2657353v1			Eucalyptus polybractea
GCA_016097595.1	ASM1609759v1			Eucalyptus pumila
GCA_037349125.1	ASM3734912v1			Eucalyptus regnans
GCA_019915205.1	ASM1991520v1			Eucalyptus rudis
GCA_017140165.1	ASM1714016v1			Eucalyptus shirleyi
GCA_014182405.2	ASM1418240v2			Eucalyptus sideroxylon
GCA_016097485.1	ASM1609748v1			Eucalyptus sideroxylon x Eucalyptus melliodora
GCA_014182395.1	ASM1418239v1			Eucalyptus sp. ANBG9806169
GCA_014182365.1	ASM1418236v1			Eucalyptus tenuipes
GCA_026873135.1	E.urophylla_SAP_FK118_maternal_v01			Eucalyptus urophylla
GCA_016097545.1	ASM1609754v1			Eucalyptus victrix
GCA_014182385.1	ASM1418238v1			Eucalyptus viminalis
GCA_014182375.1	ASM1418237v1			Eucalyptus virginea
GCA_900116095.1	Euclidium_syriacum.MPIPZ.v1			Euclidium syriacum
GCA_016647705.1	ASM1664770v1			Eucommia ulmoides
GCA_025175695.1	ekl_cut1000.fasta			Eugenia klotzschiana
GCA_004012085.1	ASM401208v1			Eugenia uniflora
GCA_963580455.1	drEuoEuro1.1			Euonymus europaeus
GCA_948330635.1	Me-USBG01-0829-DRAFT-NextGenCassava-1.0			Euphorbia biselegans
GCA_948291685.1	Cc-USBG07-0187-DRAFT-NextGenCassava-1.0			Euphorbia celastroides
GCA_948277035.1	Eo-NYBG540-2011A-DRAFT-NextGenCassava-1.0			Euphorbia corollata
GCA_948332485.1	Mg-DenverB33013-1-DRAFT-NextGenCassava-1.0			Euphorbia guentheri
GCA_963576675.1	ddEupLath1.1			Euphorbia lathyris
GCA_948332465.1	Pm-USBG01-1676-DRAFT-NextGenCassava-1.0			Euphorbia lomelii
GCA_948330485.1	Mr-DenverB11037-1-DRAFT-NextGenCassava-1.0			Euphorbia neoarborescens
GCA_028411795.1	ASM2841179v1	Annotation submitted by Cornell University	2023-02-02	Euphorbia peplus
GCA_947683365.1	Ep-USBG2016-0302-DRAFT-NextGenCassava-1.0			Euphorbia pulcherrima
GCA_949673415.1	SAMN08770453-DRAFT-NextGenCassava-1.0			Euphorbia schlechtendalii
GCA_039660915.1	ASM3966091v1			Euphorbia tirucalli
GCA_014843705.1	ASM1484370v1			Euphrasia arctica
GCA_954870475.1	daEupConf1.1			Euphrasia confusa
GCA_035048495.1	Epl_v1.0			Euptelea pleiosperma
GCA_033060915.1	ASM3306091v1			Euryodendron excelsum
GCA_036186865.1	ASM3618686v1			Eustoma grandiflorum
GCA_002933915.1	ASM293391v1			Eutrema heterophyllum
GCA_030161315.1	Ej_v1.1.2_hap1			Eutrema japonicum
GCF_000478725.1	Eutsalg1_0	NCBI Eutrema salsugineum Annotation Release 100	2018-02-22	Eutrema salsugineum
GCA_002933935.1	ASM293393v1			Eutrema yunnanense
GCA_026686915.1	ASM2668691v1			Exbucklandia tonkinensis
GCA_037975025.1	CUHK_Eaga_2.1			Excoecaria agallocha
GCA_947683425.1	Ec-NTBG880627-DRAFT-NextGenCassava-1.0			Excoecaria cochinchinensis
GCA_033239045.1	ASM3323904v1			Fagopyrum esculentum
GCA_033239125.1	ASM3323912v1			Fagopyrum homotropicum
GCA_002319775.1	Ft1.0			Fagopyrum tataricum
GCA_014362285.1	Fagus_crenata_1.0			Fagus crenata
GCA_907173295.1	Bhaga_Chr			Fagus sylvatica
GCA_964016875.1	dcFalConv1.1			Fallopia convolvulus
GCA_009761775.1	UNIPI_FiCari_1.0			Ficus carica
GCA_008635985.1	FER_r1.1			Ficus erecta
GCA_038430175.1	ASM3843017v1			Ficus hirta
GCA_025413025.1	ASM2541302v1			Ficus hispida
GCA_025413485.1	ASM2541348v1			Ficus microcarpa
GCA_024759925.1	ASM2475992v1			Ficus religiosa
GCA_033439115.1	ASM3343911v1			Firmiana major
GCA_018326385.1	Fbid_1.0			Flaveria bidentis
GCA_018326445.1	Fbro_1.0			Flaveria brownii
GCA_018326465.1	Fflo_1.0			Flaveria floridana
GCA_024085815.1	ASM2408581v1			Flaveria linearis
GCA_025215565.1	ASM2521556v1			Flaveria ramosissima
GCA_025506415.1	ASM2550641v1			Flaveria robusta
GCA_025506505.1	ASM2550650v1			Flaveria sonorensis
GCA_025506515.1	ASM2550651v1			Flaveria trinervia
GCA_948243855.1	Fn-NYBG4594-95F-DRAFT-NextGenCassava-1.0			Flueggea neowawraea
GCA_023638005.1	ASM2363800v1			Forsythia suspensa
GCA_030279155.1	ASM3027915v1			Forsythia viridissima
GCA_009720345.1	FII_1.0			Fragaria iinumae
GCA_010134655.1	ASM1013465v1			Fragaria nilgerrensis
GCA_000512025.1	FNI_r1.1			Fragaria nipponica
GCA_000511995.1	FNU_r1.1			Fragaria nubicola
GCA_000517285.1	FOR_r1.1			Fragaria orientalis
GCF_000184155.1	FraVesHawaii_1.0	NCBI Fragaria vesca Annotation Release 101	2015-03-02	Fragaria vesca subsp. vesca
GCA_034370585.1	ASM3437058v1			Fragaria x ananassa
GCA_036897585.1	ASM3689758v1			Francoa sonchifolia
GCA_964106655.1	drFraAlnu1.hap2.1			Frangula alnus
GCA_903798335.1	FRAX26-0.1			Fraxinus albicans
GCA_035079005.1	ASM3507900v1			Fraxinus americana
GCA_903798275.1	FRAX16-0.1			Fraxinus angustifolia subsp. syriaca
GCA_903798345.1	FRAX27-0.1			Fraxinus anomala
GCA_903798355.1	FRAX28-0.1			Fraxinus baroniana
GCA_903798385.1	FRAX31-0.1			Fraxinus cuspidata
GCA_902829195.1	FRAX04-0.1			Fraxinus dipetala
GCA_019097785.1	FRAX_001_PL			Fraxinus excelsior
GCA_903798395.1	FRAX32-0.1			Fraxinus floribunda
GCA_903798315.1	FRAX20-0.1			Fraxinus greggii
GCA_902829145.1	FRAX05-0.1			Fraxinus latifolia
GCA_903798295.1	FRAX23-0.1			Fraxinus nigra
GCA_903798235.1	FRAX07-0.1			Fraxinus ornus
GCA_902829205.1	FRAX08-0.1			Fraxinus paxiana
GCA_912172775.2	Fraxinus pennsylvanica genome version 1.5	Annotation submitted by UNIVERSITY OF TENNESSEE- KNOXVILLE	2023-05-16	Fraxinus pennsylvanica
GCA_903798405.1	FRAX33-0.1			Fraxinus platypoda
GCA_903798255.1	FRAX11-0.1			Fraxinus quadrangulata
GCA_903798365.1	FRAX29-0.1			Fraxinus sp. 1973-6204
GCA_903798375.1	FRAX30-0.1			Fraxinus sp. D2006-0159
GCA_902837555.1	FRAX13-0.1			Fraxinus velutina
GCA_903798325.1	FRAX25-0.1			Fraxinus xanthoxyloides
GCA_030761205.1	ddFreCali1.0.hap2			Fremontodendron californicum
GCA_963675135.1	daGalTetr1.1			Galeopsis tetrahit
GCA_964106835.1	daGalApar1.hap1.1			Galium aparine
GCA_012274505.1	ASM1227450v1			Galium porrigens var. tenue
GCA_947685225.1	Gn-TARS1881-DRAFT-NextGenCassava-1.0			Garcia nutans
GCA_013103745.1	ASM1310374v1			Gardenia jasminoides
GCA_016760335.1	NIFOS_GasEla_1.0			Gastrodia elata
GCF_033153095.1	APGP_CSIRO_Gbil_v1	GCF_033153095.1-RS_2023_12	2023-12-11	Gastrolobium bilobum
GCA_032173675.1	CSIRO_AGI_Gvil_v1			Gastrolobium villosum
GCA_036023075.1	ASM3602307v1			Gaultheria prostrata
GCA_000441915.1	GenAur_1.0	Annotation submitted by Lomonosov Moscow State University, Evolutionary Genomics Laboratory	2013-07-31	Genlisea aurea
GCA_024500145.1	ASM2450014v1			Gentiana dahurica var. dahurica
GCA_026214975.1	ASM2621497v1			Gentiana macrophylla
GCA_036785695.1	ASM3678569v1			Gentiana straminea
GCA_036897365.1	ASM3689736v1			Geranium brycei
GCA_036897385.1	ASM3689738v1			Geranium incanum
GCA_028566255.1	ASM2856625v1			Geranium maculatum
GCA_036897705.1	ASM3689770v1			Geranium maderense
GCA_036898005.1	ASM3689800v1			Geranium phaeum
GCA_963920655.1	drGerRotu1.1			Geranium rotundifolium
GCA_036897985.1	ASM3689798v1			Geranium sanguineum
GCA_946800695.1	drGeuUrba1.1			Geum urbanum
GCA_018257905.1	V1			Gillenia trifoliata
GCA_025667525.1	Gcor_v1			Glebionis coronaria
GCA_037074535.1	ASM3707453v1			Gleditsia sinensis
GCA_013407115.1	G.lat_10XGenomicsChromium.v1			Glycine latifolia
GCF_000004515.6	Glycine_max_v4.0	NCBI Glycine max Annotation Release 104	2021-04-09	Glycine max
GCF_004193775.1	ASM419377v2	NCBI Glycine soja Annotation Release 100	2019-03-08	Glycine soja
GCA_007407185.1	G_tom_03Nov2016_Ncxrf_filtered			Glycine tomentella
GCA_030159175.1	Glur_r1.0			Glycyrrhiza uralensis
GCA_963930675.1	daGnaUlig1.1			Gnaphalium uliginosum
GCA_005610355.1	ASM561035v1			Gossypioides kirkii
GCA_025698475.1	ASM2569847v1			Gossypium anomalum
GCF_025698485.1	ASM2569848v2	GCF_025698485.1-RS_2022_12	2022-12-16	Gossypium arboreum
GCA_013487665.1	ASM1348766v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium aridum
GCA_013677265.1	ASM1367726v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium armourianum
GCA_005393395.2	CCRI_HENU_Gaus_1.1	Annotation submitted by The institute of Cotton Research of Chinese Academy Agricultural Sciences	2019-09-23	Gossypium australe
GCA_018997955.1	ASM1899795v1			Gossypium barbadense
GCA_025503065.1	ASM2550306v1			Gossypium bickii
GCA_007990325.1	Gossypium_darwinii_v1.1	Annotation submitted by HudsonAlpha Genome Sequencing Center	2019-08-27	Gossypium darwinii
GCA_013677245.1	ASM1367724v1	Annotation submitted by Mississippi State University	2020-09-03	Gossypium davidsonii
GCA_025583645.1	ASM2558364v1			Gossypium ekmanianum
